timestamp,plant,depot_id,batch_id,sku,quantity_produced,line_id,operator_id,stacked_before_robot,squashed,torn,undersized_small,valleys,loose_packs,pale_underbaked
2025-07-14 15:16:09,Shepperton,Chinhoyi,BATCH_10149,Low GI Seed loaf,1747,Line4,OP_ANNE,11,6,10,5,15,12,3
2025-05-15 15:23:52,Shepperton,Mutare,BATCH_12405,High Energy Brown,904,Line1,OP_ANNE,8,14,0,8,6,0,0
2025-03-05 00:52:22,Shepperton,Mutare,BATCH_16706,Low GI Seed loaf,1646,Line5,OP_TAFADZWA,15,31,10,3,11,0,0
2025-06-02 14:33:20,Shepperton,Harare,BATCH_21342,Soft white,999,Line1,OP_MUNYA,3,4,18,6,10,3,2
2025-06-04 17:32:30,Shepperton,Mutare,BATCH_17856,Whole grain loaf,1410,Line3,OP_MUNYA,2,1,4,1,3,2,3
2025-07-14 13:18:45,Shepperton,Mutare,BATCH_22174,Whole grain loaf,1069,Line1,OP_EFFIE,8,9,0,10,8,27,4
2025-01-25 05:08:21,Shepperton,Hatcliff,BATCH_12231,High Energy Brown,1137,Line4,OP_CHIPO,1,8,6,6,25,20,0
2025-03-17 18:56:56,Shepperton,Murehwa,BATCH_21217,Soft white,548,Line3,OP_MUNYA,8,6,6,5,8,7,2
2025-01-25 14:33:48,Shepperton,Chegutu,BATCH_17472,Whole grain loaf,315,Line1,OP_RUDO,14,12,2,6,24,9,0
2025-07-23 00:49:24,Shepperton,Chinhoyi,BATCH_20186,High Energy Brown,647,Line2,OP_EFFIE,1,5,2,2,1,4,3
2025-01-21 10:56:53,Shepperton,Chinhoyi,BATCH_14429,High Energy Brown,1896,Line3,OP_TAFADZWA,0,7,0,1,5,3,1
2025-07-06 11:40:40,Shepperton,Hatcliff,BATCH_20542,Whole grain loaf,1336,Line2,OP_EFFIE,6,5,1,1,5,4,1
2025-05-15 06:10:16,Shepperton,Hatcliff,BATCH_17070,Low GI Seed loaf,1749,Line1,OP_TAFADZWA,6,28,2,2,36,10,9
2025-06-20 08:18:44,Shepperton,Mutare,BATCH_15547,Soft white,444,Line3,OP_TAFADZWA,2,8,1,0,6,3,2
2025-06-11 05:57:56,Shepperton,Chinhoyi,BATCH_20360,High Energy Brown,1684,Line5,OP_TAFADZWA,6,8,13,0,37,28,8
2025-06-28 00:43:57,Shepperton,Harare,BATCH_23517,Whole grain loaf,416,Line2,OP_TAFADZWA,2,1,1,3,6,3,3
2025-03-28 01:07:42,Shepperton,Harare,BATCH_22917,Soft white,1109,Line2,OP_RUDO,14,6,4,3,4,9,3
2025-04-06 09:41:49,Shepperton,Chegutu,BATCH_21275,Low GI Seed loaf,1575,Line3,OP_MUNYA,6,0,3,0,0,7,0
2025-07-20 20:08:14,Shepperton,Harare,BATCH_10566,High Energy Brown,1819,Line1,OP_ANNE,10,0,15,3,8,14,2
2025-06-28 13:27:06,Shepperton,Chinhoyi,BATCH_19417,Soft white,1468,Line4,OP_TAFADZWA,26,7,16,7,7,9,0
2025-02-28 01:40:26,Shepperton,Mutare,BATCH_17348,Soft white,1938,Line5,OP_EFFIE,18,5,6,13,23,23,10
2025-04-11 10:27:29,Shepperton,Chinhoyi,BATCH_24444,Whole grain loaf,729,Line5,OP_ANNE,19,3,15,6,5,15,15
2025-04-05 17:27:57,Shepperton,Bindura,BATCH_21102,High Energy Brown,679,Line3,OP_EFFIE,6,1,5,5,6,2,0
2025-04-02 03:04:51,Shepperton,Chinhoyi,BATCH_13111,Soft white,1458,Line4,OP_EFFIE,5,17,7,14,15,5,1
2025-06-11 06:03:14,Shepperton,Mutare,BATCH_18382,Low GI Seed loaf,943,Line2,OP_EFFIE,6,1,1,3,4,11,1
2025-06-03 16:05:11,Shepperton,Harare,BATCH_21347,High Energy Brown,750,Line1,OP_RUDO,6,10,10,12,33,14,8
2025-01-25 00:44:19,Shepperton,Murehwa,BATCH_15186,Whole grain loaf,387,Line3,OP_RUDO,4,1,5,1,13,0,0
2025-03-14 03:18:59,Shepperton,Chegutu,BATCH_11087,Low GI Seed loaf,1117,Line3,OP_TAFADZWA,2,4,3,0,12,8,2
2025-04-04 12:35:52,Shepperton,Bindura,BATCH_13193,High Energy Brown,1481,Line3,OP_ANNE,4,2,2,1,6,6,3
2025-07-26 11:59:43,Shepperton,Harare,BATCH_22331,Whole grain loaf,849,Line2,OP_TAFADZWA,2,13,7,8,1,0,2
2025-01-06 08:48:43,Shepperton,Chegutu,BATCH_19396,Whole grain loaf,1959,Line4,OP_MUNYA,9,8,9,6,27,7,5
2025-04-16 02:29:21,Shepperton,Harare,BATCH_15070,High Energy Brown,529,Line4,OP_TAFADZWA,1,8,9,1,7,9,1
2025-07-02 06:38:04,Shepperton,Bindura,BATCH_19025,High Energy Brown,1485,Line2,OP_CHIPO,8,1,1,4,6,3,3
2025-04-13 02:07:26,Shepperton,Chinhoyi,BATCH_20506,Whole grain loaf,1100,Line2,OP_EFFIE,2,2,3,3,17,6,1
2025-03-13 15:05:53,Shepperton,Mutare,BATCH_14608,High Energy Brown,1703,Line2,OP_MUNYA,13,8,8,4,5,3,3
2025-06-13 22:55:40,Shepperton,Murehwa,BATCH_17018,High Energy Brown,683,Line1,OP_ANNE,21,9,6,2,6,14,2
2025-04-25 01:43:00,Shepperton,Bindura,BATCH_13784,Low GI Seed loaf,224,Line4,OP_TAFADZWA,0,2,16,9,9,1,0
2025-06-07 10:09:20,Shepperton,Mutare,BATCH_24829,Whole grain loaf,1618,Line1,OP_MUNYA,12,3,10,8,8,27,4
2025-03-11 00:25:32,Shepperton,Chinhoyi,BATCH_18470,Low GI Seed loaf,1765,Line5,OP_TAFADZWA,3,21,2,2,18,6,16
2025-02-24 12:04:35,Shepperton,Bindura,BATCH_21322,Soft white,409,Line5,OP_TAFADZWA,32,2,11,5,29,0,2
2025-03-15 07:09:21,Shepperton,Hatcliff,BATCH_15049,Soft white,1210,Line2,OP_TAFADZWA,8,3,3,3,18,0,0
2025-01-08 13:13:36,Shepperton,Murehwa,BATCH_13478,Low GI Seed loaf,247,Line1,OP_EFFIE,12,3,15,18,32,0,15
2025-04-30 01:21:31,Shepperton,Harare,BATCH_13325,Whole grain loaf,443,Line2,OP_EFFIE,0,6,1,3,2,3,1
2025-07-09 12:30:01,Shepperton,Harare,BATCH_12271,Whole grain loaf,439,Line3,OP_RUDO,4,8,3,3,4,4,1
2025-03-27 03:12:34,Shepperton,Murehwa,BATCH_18510,Soft white,1404,Line1,OP_EFFIE,8,15,8,9,2,2,0
2025-07-29 19:27:13,Shepperton,Hatcliff,BATCH_18879,High Energy Brown,916,Line3,OP_RUDO,2,4,2,1,6,2,3
2025-04-23 23:44:19,Shepperton,Mutare,BATCH_21900,Soft white,1452,Line3,OP_CHIPO,3,7,1,5,1,8,3
2025-07-25 11:09:15,Shepperton,Chinhoyi,BATCH_21442,High Energy Brown,550,Line2,OP_ANNE,4,6,1,3,8,6,2
2025-07-16 17:12:58,Shepperton,Harare,BATCH_19266,Whole grain loaf,1828,Line4,OP_TAFADZWA,11,23,6,3,11,5,3
2025-06-15 03:33:08,Shepperton,Mutare,BATCH_15955,Soft white,230,Line5,OP_TAFADZWA,8,6,5,11,0,19,3
2025-03-07 18:02:15,Shepperton,Hatcliff,BATCH_20291,Soft white,923,Line4,OP_RUDO,8,2,11,7,16,8,6
2025-06-14 14:18:29,Shepperton,Mutare,BATCH_14139,Soft white,487,Line2,OP_TAFADZWA,16,1,0,3,5,5,3
2025-06-05 06:31:00,Shepperton,Harare,BATCH_20648,Whole grain loaf,1086,Line5,OP_RUDO,2,3,3,8,31,19,5
2025-07-05 07:29:46,Shepperton,Chegutu,BATCH_18729,Soft white,458,Line4,OP_CHIPO,1,6,9,7,32,9,5
2025-06-01 02:37:11,Shepperton,Chinhoyi,BATCH_19393,High Energy Brown,1910,Line4,OP_CHIPO,11,11,5,6,16,8,8
2025-04-14 03:12:42,Shepperton,Chegutu,BATCH_13344,Low GI Seed loaf,1281,Line1,OP_CHIPO,6,15,6,14,40,6,15
2025-02-15 04:07:39,Shepperton,Murehwa,BATCH_22078,Whole grain loaf,609,Line1,OP_TAFADZWA,9,28,20,9,34,12,9
2025-01-24 00:13:42,Shepperton,Mutare,BATCH_18403,Soft white,800,Line1,OP_ANNE,16,4,4,8,16,21,8
2025-02-05 04:54:18,Shepperton,Chinhoyi,BATCH_20375,Whole grain loaf,318,Line1,OP_RUDO,16,30,0,3,38,15,3
2025-02-10 23:29:24,Shepperton,Hatcliff,BATCH_20323,Whole grain loaf,1066,Line3,OP_TAFADZWA,1,2,2,2,0,6,2
2025-02-24 02:39:55,Shepperton,Chinhoyi,BATCH_17053,High Energy Brown,1476,Line1,OP_ANNE,9,3,6,8,27,6,8
2025-06-02 02:51:37,Shepperton,Chinhoyi,BATCH_15205,Whole grain loaf,887,Line4,OP_CHIPO,1,10,14,0,8,9,5
2025-07-19 15:02:25,Shepperton,Hatcliff,BATCH_12589,Soft white,1645,Line1,OP_MUNYA,22,4,9,4,9,8,2
2025-04-02 13:14:51,Shepperton,Murehwa,BATCH_17317,High Energy Brown,1001,Line3,OP_EFFIE,3,3,6,2,11,1,0
2025-06-06 01:11:03,Shepperton,Chinhoyi,BATCH_17434,High Energy Brown,1286,Line3,OP_EFFIE,4,2,2,3,6,0,0
2025-04-19 07:23:52,Shepperton,Murehwa,BATCH_17459,Soft white,1534,Line4,OP_ANNE,7,17,8,0,20,11,1
2025-07-15 15:10:54,Shepperton,Murehwa,BATCH_12753,High Energy Brown,1708,Line3,OP_RUDO,3,1,1,0,12,0,1
2025-03-31 19:33:24,Shepperton,Murehwa,BATCH_15952,Whole grain loaf,1084,Line2,OP_RUDO,3,5,0,0,7,5,2
2025-01-21 13:57:24,Shepperton,Harare,BATCH_16018,Low GI Seed loaf,1522,Line5,OP_CHIPO,15,16,3,13,15,2,8
2025-07-01 13:38:22,Shepperton,Bindura,BATCH_22329,Whole grain loaf,1531,Line3,OP_EFFIE,6,7,1,4,1,4,0
2025-07-12 10:33:56,Shepperton,Murehwa,BATCH_22083,Whole grain loaf,674,Line3,OP_EFFIE,0,5,6,2,6,1,0
2025-04-11 11:25:35,Shepperton,Hatcliff,BATCH_20405,High Energy Brown,372,Line4,OP_CHIPO,9,10,2,1,27,3,3
2025-06-30 02:07:55,Shepperton,Bindura,BATCH_10251,Soft white,852,Line2,OP_RUDO,3,2,8,4,18,5,3
2025-06-02 15:51:42,Shepperton,Murehwa,BATCH_21849,High Energy Brown,1815,Line3,OP_ANNE,4,9,6,3,6,5,1
2025-05-23 05:55:37,Shepperton,Hatcliff,BATCH_11713,Soft white,691,Line1,OP_ANNE,4,6,0,3,16,9,14
2025-07-30 19:13:22,Shepperton,Hatcliff,BATCH_16778,High Energy Brown,778,Line5,OP_RUDO,36,11,3,5,23,24,3
2025-07-13 01:17:48,Shepperton,Chegutu,BATCH_13707,High Energy Brown,476,Line4,OP_MUNYA,2,6,18,14,31,7,5
2025-02-16 02:24:23,Shepperton,Chegutu,BATCH_17859,Soft white,754,Line5,OP_EFFIE,2,3,13,0,19,0,16
2025-04-14 17:31:32,Shepperton,Chinhoyi,BATCH_19530,Soft white,394,Line4,OP_EFFIE,7,8,8,2,23,5,10
2025-06-13 21:22:26,Shepperton,Murehwa,BATCH_24059,Low GI Seed loaf,581,Line2,OP_CHIPO,3,1,8,8,1,3,5
2025-03-30 16:10:34,Shepperton,Murehwa,BATCH_19592,Whole grain loaf,766,Line2,OP_CHIPO,9,6,0,2,0,5,3
2025-05-16 21:46:48,Shepperton,Bindura,BATCH_20577,Soft white,301,Line3,OP_TAFADZWA,3,0,0,0,0,0,0
2025-07-07 12:45:21,Shepperton,Hatcliff,BATCH_17306,Soft white,1880,Line2,OP_TAFADZWA,5,5,8,4,7,6,0
2025-05-11 09:05:45,Shepperton,Murehwa,BATCH_24874,Soft white,722,Line1,OP_RUDO,24,2,10,8,6,14,0
2025-06-20 13:01:00,Shepperton,Chinhoyi,BATCH_18446,Soft white,1641,Line2,OP_MUNYA,6,6,0,4,3,3,0
2025-01-09 20:26:37,Shepperton,Mutare,BATCH_24200,Soft white,859,Line4,OP_ANNE,8,20,7,1,16,10,7
2025-05-19 17:42:58,Shepperton,Mutare,BATCH_24155,Soft white,1168,Line5,OP_CHIPO,11,26,23,18,2,15,16
2025-03-27 23:06:50,Shepperton,Mutare,BATCH_13069,Whole grain loaf,1135,Line3,OP_RUDO,2,2,1,4,6,3,5
2025-01-29 23:43:14,Shepperton,Harare,BATCH_12140,Low GI Seed loaf,1915,Line4,OP_ANNE,21,11,11,6,9,6,6
2025-04-06 07:30:22,Shepperton,Hatcliff,BATCH_22673,High Energy Brown,371,Line5,OP_EFFIE,18,19,15,11,11,8,0
2025-03-12 05:20:02,Shepperton,Mutare,BATCH_20443,Soft white,972,Line3,OP_ANNE,6,0,7,2,4,0,0
2025-05-22 19:44:24,Shepperton,Harare,BATCH_14256,Whole grain loaf,1465,Line4,OP_ANNE,9,3,18,1,2,0,6
2025-06-05 16:50:45,Shepperton,Mutare,BATCH_23881,High Energy Brown,1936,Line4,OP_MUNYA,10,11,2,7,1,9,5
2025-06-15 18:54:06,Shepperton,Chinhoyi,BATCH_11139,Whole grain loaf,325,Line4,OP_CHIPO,2,6,7,3,5,11,6
2025-07-06 02:25:40,Shepperton,Chegutu,BATCH_18885,Soft white,873,Line1,OP_RUDO,16,15,10,10,18,14,10
2025-01-15 10:02:29,Shepperton,Chinhoyi,BATCH_17990,Soft white,941,Line4,OP_TAFADZWA,12,21,12,3,24,3,2
2025-07-27 11:42:03,Shepperton,Harare,BATCH_19938,High Energy Brown,1739,Line5,OP_CHIPO,16,3,26,0,24,15,2
2025-01-28 12:48:27,Shepperton,Hatcliff,BATCH_12974,Soft white,244,Line4,OP_TAFADZWA,25,11,15,1,20,9,3
2025-07-23 07:32:44,Shepperton,Bindura,BATCH_14999,Low GI Seed loaf,292,Line4,OP_TAFADZWA,16,2,3,8,12,3,1
2025-03-26 16:07:44,Shepperton,Murehwa,BATCH_15805,Soft white,1250,Line2,OP_MUNYA,5,1,10,4,0,5,3
2025-03-13 16:53:16,Shepperton,Chinhoyi,BATCH_14074,Low GI Seed loaf,1010,Line2,OP_RUDO,6,3,2,3,1,5,1
2025-03-19 07:19:15,Shepperton,Hatcliff,BATCH_13154,Whole grain loaf,523,Line1,OP_RUDO,28,30,8,6,15,4,6
2025-06-08 00:58:07,Shepperton,Murehwa,BATCH_13501,Whole grain loaf,1707,Line3,OP_EFFIE,9,2,3,1,1,4,1
2025-05-16 17:18:18,Shepperton,Chegutu,BATCH_10387,Whole grain loaf,449,Line3,OP_MUNYA,2,5,3,5,0,3,3
2025-07-09 06:03:54,Shepperton,Chegutu,BATCH_10169,Whole grain loaf,787,Line2,OP_EFFIE,13,13,5,0,10,12,1
2025-01-22 07:06:08,Shepperton,Murehwa,BATCH_19711,Low GI Seed loaf,683,Line5,OP_MUNYA,6,8,11,0,5,15,8
2025-05-01 15:51:51,Shepperton,Chegutu,BATCH_14189,High Energy Brown,1422,Line2,OP_MUNYA,16,4,1,1,7,12,6
2025-07-22 21:38:30,Shepperton,Hatcliff,BATCH_13128,High Energy Brown,365,Line1,OP_CHIPO,6,6,12,9,16,10,6
2025-01-11 03:57:49,Shepperton,Chinhoyi,BATCH_24827,Low GI Seed loaf,293,Line3,OP_CHIPO,7,6,2,1,8,4,1
2025-02-15 13:16:46,Shepperton,Hatcliff,BATCH_20624,Whole grain loaf,429,Line5,OP_EFFIE,19,10,11,15,11,16,15
2025-07-07 09:33:50,Shepperton,Hatcliff,BATCH_19079,High Energy Brown,1269,Line3,OP_ANNE,10,5,1,3,7,6,0
2025-07-01 23:10:52,Shepperton,Murehwa,BATCH_24251,Whole grain loaf,1376,Line4,OP_CHIPO,23,11,6,7,15,1,1
2025-07-23 01:44:54,Shepperton,Bindura,BATCH_22686,Soft white,490,Line4,OP_TAFADZWA,2,16,8,10,32,14,1
2025-02-16 02:05:17,Shepperton,Bindura,BATCH_20138,High Energy Brown,1521,Line1,OP_RUDO,15,22,12,9,4,27,10
2025-06-11 23:15:32,Shepperton,Chinhoyi,BATCH_12054,Soft white,1568,Line1,OP_ANNE,12,6,0,0,38,8,8
2025-04-09 04:19:44,Shepperton,Murehwa,BATCH_22355,High Energy Brown,737,Line3,OP_TAFADZWA,6,1,1,1,11,3,2
2025-06-05 09:45:05,Shepperton,Bindura,BATCH_10932,Low GI Seed loaf,629,Line3,OP_EFFIE,4,2,5,0,1,4,3
2025-06-22 18:05:11,Shepperton,Chegutu,BATCH_15849,High Energy Brown,296,Line3,OP_CHIPO,0,2,4,0,4,1,3
2025-01-10 16:57:08,Shepperton,Bindura,BATCH_22835,Soft white,516,,OP_EFFIE,9,15,0,5,0,13,8
2025-03-13 10:44:09,Shepperton,Chegutu,BATCH_15407,Soft white,646,Line3,OP_RUDO,9,6,4,0,7,3,0
2025-05-28 02:15:03,Shepperton,Chinhoyi,BATCH_11270,High Energy Brown,1915,Line5,OP_ANNE,21,8,23,2,26,3,5
2025-01-27 08:15:48,Shepperton,Hatcliff,BATCH_22505,Whole grain loaf,1851,Line3,OP_RUDO,2,1,3,0,10,1,1
2025-02-21 16:05:44,Shepperton,Hatcliff,BATCH_12216,Whole grain loaf,1666,Line1,OP_MUNYA,0,9,4,2,14,14,0
2025-01-11 04:33:52,Shepperton,Bindura,BATCH_15129,Low GI Seed loaf,825,Line4,OP_MUNYA,10,5,11,1,7,10,0
2025-04-14 13:44:53,Shepperton,Chegutu,BATCH_20764,Whole grain loaf,1951,Line2,OP_RUDO,7,9,0,4,10,5,6
2025-04-25 20:00:25,Shepperton,Harare,BATCH_17998,Soft white,590,Line3,OP_CHIPO,1,10,0,1,13,2,2
2025-05-10 18:15:12,Shepperton,Mutare,BATCH_19236,Soft white,1498,Line2,OP_CHIPO,12,8,8,6,13,5,1
2025-03-23 07:48:12,Shepperton,Harare,BATCH_12444,Soft white,284,Line4,OP_EFFIE,0,6,2,5,14,20,6
2025-06-09 02:45:50,Shepperton,Mutare,BATCH_18534,Low GI Seed loaf,1122,Line2,OP_ANNE,1,3,1,0,14,2,2
2025-04-14 21:21:01,Shepperton,Harare,BATCH_22534,Low GI Seed loaf,1693,Line4,OP_MUNYA,7,1,2,7,28,7,9
2025-06-12 12:29:29,Shepperton,Hatcliff,BATCH_14832,High Energy Brown,1873,Line3,OP_CHIPO,10,0,0,5,2,1,0
2025-04-07 03:29:06,Shepperton,Murehwa,BATCH_19152,Low GI Seed loaf,1896,Line5,OP_MUNYA,19,10,8,10,19,3,3
2025-07-04 16:43:07,Shepperton,Hatcliff,BATCH_23114,High Energy Brown,435,Line1,OP_CHIPO,15,15,9,6,10,15,8
2025-04-30 18:19:38,Shepperton,Mutare,BATCH_18256,Low GI Seed loaf,286,Line5,OP_MUNYA,28,31,13,0,0,8,0
2025-01-30 17:21:41,Shepperton,Murehwa,BATCH_15140,Whole grain loaf,1821,Line1,OP_MUNYA,12,22,4,15,3,4,0
2025-05-29 10:42:13,Shepperton,Chegutu,BATCH_21156,Whole grain loaf,793,Line5,OP_CHIPO,39,2,2,8,6,3,0
2025-01-24 10:05:53,Shepperton,Bindura,BATCH_15270,High Energy Brown,656,Line1,OP_TAFADZWA,16,3,3,2,6,10,8
2025-06-26 02:34:57,Shepperton,Harare,BATCH_17201,Low GI Seed loaf,781,Line2,OP_ANNE,6,3,5,3,6,10,2
2025-04-20 16:39:31,Shepperton,Chegutu,BATCH_13366,Soft white,1820,Line1,OP_ANNE,3,9,0,0,8,2,15
2025-07-03 14:41:47,Shepperton,Chegutu,BATCH_19820,Whole grain loaf,1925,Line5,OP_EFFIE,0,11,2,6,6,19,5
2025-03-22 04:58:29,Shepperton,Bindura,BATCH_15035,Soft white,834,Line1,OP_ANNE,2,12,6,6,12,6,6
2025-03-09 19:10:46,Shepperton,Chegutu,BATCH_15219,Whole grain loaf,1875,Line5,OP_CHIPO,5,10,23,5,6,23,2
2025-03-28 21:02:41,Shepperton,Bindura,BATCH_17969,Low GI Seed loaf,1658,Line2,OP_ANNE,8,6,5,3,8,5,1
2025-07-13 05:51:39,Shepperton,Chinhoyi,BATCH_22980,Soft white,1931,Line2,OP_CHIPO,5,3,5,1,18,5,1
2025-05-04 05:48:05,Shepperton,Bindura,BATCH_22762,Low GI Seed loaf,824,Line4,OP_RUDO,10,9,3,12,2,0,11
2025-05-01 10:13:39,Shepperton,Mutare,BATCH_19364,Soft white,1471,Line2,OP_EFFIE,10,2,2,2,6,3,2
2025-02-05 07:01:47,Shepperton,Harare,BATCH_18410,Whole grain loaf,587,Line3,OP_CHIPO,2,5,2,0,2,3,2
2025-03-23 11:31:19,Shepperton,Murehwa,BATCH_13989,Soft white,1083,Line2,OP_MUNYA,2,5,5,1,11,10,6
2025-05-23 02:24:00,Shepperton,Murehwa,BATCH_18675,Whole grain loaf,1153,Line1,OP_CHIPO,0,0,2,14,6,0,8
2025-04-21 08:27:53,Shepperton,Harare,BATCH_21564,Whole grain loaf,1527,Line2,OP_RUDO,7,0,5,0,18,1,1
2025-06-28 01:13:36,Shepperton,Murehwa,BATCH_24554,Low GI Seed loaf,1318,Line2,OP_RUDO,5,3,0,1,5,2,0
2025-05-31 21:48:50,Shepperton,Bindura,BATCH_23561,Soft white,1983,Line5,OP_CHIPO,32,23,2,2,15,6,6
2025-06-20 15:10:47,Shepperton,Mutare,BATCH_20182,Whole grain loaf,573,Line2,OP_TAFADZWA,0,0,5,5,9,8,1
2025-02-07 21:18:43,Shepperton,Chinhoyi,BATCH_12498,High Energy Brown,742,Line4,OP_TAFADZWA,0,10,9,2,9,9,1
2025-05-19 23:17:15,Shepperton,Mutare,BATCH_24334,Soft white,1395,Line3,OP_ANNE,8,1,1,0,2,3,1
2025-02-05 01:55:48,Shepperton,Murehwa,BATCH_20402,Whole grain loaf,1846,Line1,OP_TAFADZWA,10,12,0,9,40,0,3
2025-03-08 00:00:00,Shepperton,Chinhoyi,BATCH_24020,Whole grain loaf,1234,Line3,OP_RUDO,0,4,5,0,5,0,5
2025-01-13 01:47:13,Shepperton,Harare,BATCH_10339,Low GI Seed loaf,341,Line2,OP_TAFADZWA,15,0,9,0,7,11,1
2025-03-22 15:52:09,Shepperton,Chinhoyi,BATCH_12771,High Energy Brown,983,Line2,OP_CHIPO,13,6,5,8,8,1,3
2025-01-27 10:35:33,Shepperton,Chegutu,BATCH_23537,Whole grain loaf,724,Line1,OP_EFFIE,9,0,16,10,40,14,14
2025-03-19 17:58:46,Shepperton,Hatcliff,BATCH_13492,Soft white,1502,Line5,OP_ANNE,23,0,13,3,24,15,3
2025-07-30 18:50:52,Shepperton,Chegutu,BATCH_19419,Soft white,1373,Line3,OP_ANNE,6,1,2,3,5,2,0
2025-03-02 14:47:44,Shepperton,Harare,BATCH_18710,High Energy Brown,1251,Line5,OP_EFFIE,8,6,24,2,11,3,3
