sale_id,timestamp,retailer_id,depot_id,region,Soft white,High Energy Brown,Whole grain loaf,Low GI Seed loaf,promotion_flag,promotion_name,bakers_inn_price,retail_price
POS_504596,2025-01-02 11:00:00,STORE_186,Chegutu,Mashonaland West,0,5,8,0,0,,0.76,1.33
POS_500844,2025-01-02 12:00:00,STORE_034,Bindura,Mashonaland Central,0,23,0,33,1,Easter Promo,0.83,1.47
POS_502645,2025-01-02 12:00:00,STORE_107,Hatcliff,Harare Urban,5,25,11,8,0,,0.78,1.38
POS_500772,2025-01-02 13:00:00,STORE_030,Mutare,Manicaland,0,15,0,29,0,,0.87,1.53
POS_503232,2025-01-02 13:00:00,STORE_130,Hatcliff,Harare Urban,0,46,40,0,1,Easter Promo,0.76,1.33
POS_502400,2025-01-02 15:00:00,STORE_097,Hatcliff,Harare Urban,16,28,0,11,0,,0.75,1.31
POS_501236,2025-01-02 16:00:00,STORE_049,Harare,Harare Urban,39,0,26,12,1,Easter Promo,0.73,1.28
POS_501293,2025-01-02 16:00:00,STORE_051,Murehwa,Mashonaland East,26,32,8,18,0,,0.73,1.29
POS_504053,2025-01-02 16:00:00,STORE_163,Murehwa,Mashonaland East,30,37,10,0,1,Easter Promo,0.69,1.22
POS_500380,2025-01-02 16:00:00,STORE_016,Chinhoyi,Mashonaland West,0,22,0,20,0,,0.85,1.5
POS_502627,2025-01-02 16:00:00,STORE_106,Chegutu,Mashonaland West,0,33,21,36,0,,0.83,1.47
POS_501174,2025-01-03 08:00:00,STORE_047,Mutare,Manicaland,18,9,0,14,0,,0.75,1.32
POS_502201,2025-01-03 09:00:00,STORE_090,Bindura,Mashonaland Central,15,13,37,24,0,,0.78,1.38
POS_503723,2025-01-03 10:00:00,STORE_150,Chegutu,Mashonaland West,36,38,0,23,1,Christmas Promo,0.7,1.24
POS_500706,2025-01-03 11:00:00,STORE_028,Chinhoyi,Mashonaland West,17,42,22,5,1,Easter Promo,0.75,1.33
POS_501806,2025-01-03 11:00:00,STORE_072,Bindura,Mashonaland Central,0,0,7,23,0,,0.95,1.67
POS_504359,2025-01-03 11:00:00,STORE_177,Murehwa,Mashonaland East,0,0,36,25,0,,0.9,1.58
POS_500103,2025-01-03 12:00:00,STORE_006,Chinhoyi,Mashonaland West,28,20,3,39,0,,0.8,1.41
POS_504766,2025-01-03 13:00:00,STORE_192,Murehwa,Mashonaland East,5,0,31,6,0,,0.82,1.44
POS_504129,2025-01-03 13:00:00,STORE_167,Chinhoyi,Mashonaland West,16,25,22,32,0,,0.83,1.45
POS_500574,2025-01-03 13:00:00,STORE_022,Mutare,Manicaland,15,21,31,28,0,,0.83,1.47
POS_501189,2025-01-03 14:00:00,STORE_047,Mutare,Manicaland,33,22,17,4,0,,0.72,1.28
POS_503397,2025-01-03 14:00:00,STORE_137,Murehwa,Mashonaland East,12,27,19,13,0,,0.76,1.35
POS_504687,2025-01-03 14:00:00,STORE_189,Hatcliff,Harare Urban,0,34,0,11,0,,0.82,1.44
POS_502442,2025-01-03 15:00:00,STORE_099,Mutare,Manicaland,0,0,30,33,0,,0.91,1.6
POS_501531,2025-01-03 15:00:00,STORE_060,Harare,Harare Urban,34,30,0,30,0,,0.77,1.35
POS_501278,2025-01-03 15:00:00,STORE_051,Murehwa,Mashonaland East,16,0,25,15,1,Christmas Promo,0.81,1.42
POS_501681,2025-01-04 07:00:00,STORE_066,Murehwa,Mashonaland East,24,3,9,33,0,,0.82,1.44
POS_504786,2025-01-04 08:00:00,STORE_193,Chinhoyi,Mashonaland West,0,27,0,15,1,Independence Day Promo,0.78,1.37
POS_501069,2025-01-04 08:00:00,STORE_043,Hatcliff,Harare Urban,13,21,13,0,0,,0.73,1.29
POS_500800,2025-01-04 09:00:00,STORE_032,Bindura,Mashonaland Central,22,32,12,33,0,,0.87,1.54
POS_503902,2025-01-04 10:00:00,STORE_157,Harare,Harare Urban,23,34,47,16,1,Heroes Day Promo,0.76,1.33
POS_500302,2025-01-04 13:00:00,STORE_013,Chinhoyi,Mashonaland West,27,8,9,9,0,,0.72,1.26
POS_500789,2025-01-04 13:00:00,STORE_031,Chinhoyi,Mashonaland West,34,30,0,22,0,,0.72,1.26
POS_501762,2025-01-04 14:00:00,STORE_070,Bindura,Mashonaland Central,27,15,36,0,0,,0.71,1.25
POS_503820,2025-01-04 15:00:00,STORE_153,Mutare,Manicaland,23,4,0,28,0,,0.84,1.48
POS_504391,2025-01-04 16:00:00,STORE_179,Chinhoyi,Mashonaland West,41,41,0,9,1,Independence Day Promo,0.67,1.17
POS_503797,2025-01-04 18:00:00,STORE_153,Mutare,Manicaland,0,12,21,0,0,,0.77,1.35
POS_501037,2025-01-05 07:00:00,STORE_041,Mutare,Manicaland,19,9,0,15,1,Independence Day Promo,0.7,1.23
POS_504044,2025-01-05 07:00:00,STORE_163,Murehwa,Mashonaland East,0,0,12,22,0,,0.89,1.56
POS_503101,2025-01-05 09:00:00,STORE_125,Chegutu,Mashonaland West,0,0,18,38,0,,0.86,1.51
POS_504228,2025-01-05 11:00:00,STORE_172,Mutare,Manicaland,17,17,9,7,0,,0.75,1.31
POS_503134,2025-01-05 12:00:00,STORE_126,Harare,Harare Urban,0,24,0,19,0,,0.92,1.61
POS_504102,2025-01-05 12:00:00,STORE_166,Chegutu,Mashonaland West,28,0,0,13,0,,0.7,1.24
POS_501120,2025-01-05 13:00:00,STORE_044,Chinhoyi,Mashonaland West,4,7,0,0,0,,0.62,1.1
POS_500888,2025-01-05 14:00:00,STORE_035,Murehwa,Mashonaland East,0,40,5,16,0,,0.81,1.43
POS_504929,2025-01-05 14:00:00,STORE_197,Hatcliff,Harare Urban,0,17,0,34,0,,0.86,1.5
POS_500409,2025-01-05 14:00:00,STORE_017,Chinhoyi,Mashonaland West,0,5,0,7,0,,0.9,1.59
POS_500838,2025-01-05 15:00:00,STORE_034,Bindura,Mashonaland Central,16,18,0,0,0,,0.65,1.14
POS_503856,2025-01-06 07:00:00,STORE_155,Mutare,Manicaland,25,32,17,0,0,,0.68,1.2
POS_504525,2025-01-06 07:00:00,STORE_184,Harare,Harare Urban,23,14,0,0,0,,0.63,1.12
POS_501651,2025-01-06 07:00:00,STORE_065,Harare,Harare Urban,31,28,24,32,0,,0.8,1.4
POS_500232,2025-01-06 08:00:00,STORE_010,Hatcliff,Harare Urban,6,35,39,21,1,Easter Promo,0.79,1.4
POS_504115,2025-01-06 08:00:00,STORE_167,Chinhoyi,Mashonaland West,31,4,39,9,1,Independence Day Promo,0.73,1.29
POS_503896,2025-01-06 08:00:00,STORE_157,Harare,Harare Urban,30,11,21,22,0,,0.76,1.34
POS_501593,2025-01-06 10:00:00,STORE_063,Chegutu,Mashonaland West,0,0,14,27,0,,0.87,1.53
POS_501623,2025-01-06 10:00:00,STORE_064,Harare,Harare Urban,37,0,0,4,0,,0.64,1.13
POS_502973,2025-01-06 10:00:00,STORE_121,Harare,Harare Urban,13,24,15,26,1,Independence Day Promo,0.74,1.3
POS_504503,2025-01-06 10:00:00,STORE_183,Chinhoyi,Mashonaland West,44,23,25,10,1,Easter Promo,0.7,1.23
POS_500414,2025-01-06 11:00:00,STORE_017,Chinhoyi,Mashonaland West,0,27,28,0,0,,0.79,1.39
POS_500477,2025-01-06 13:00:00,STORE_019,Chegutu,Mashonaland West,40,17,12,21,1,Christmas Promo,0.74,1.31
POS_502089,2025-01-06 14:00:00,STORE_085,Mutare,Manicaland,3,0,0,32,0,,0.96,1.68
POS_501365,2025-01-06 14:00:00,STORE_054,Murehwa,Mashonaland East,12,0,0,47,1,Heroes Day Promo,0.89,1.56
POS_503503,2025-01-06 16:00:00,STORE_141,Chegutu,Mashonaland West,47,13,9,19,1,Independence Day Promo,0.75,1.32
POS_504074,2025-01-07 08:00:00,STORE_164,Bindura,Mashonaland Central,0,47,0,37,1,Christmas Promo,0.85,1.5
POS_500271,2025-01-07 08:00:00,STORE_011,Chinhoyi,Mashonaland West,23,24,0,15,1,Independence Day Promo,0.74,1.31
POS_504561,2025-01-07 08:00:00,STORE_185,Chinhoyi,Mashonaland West,38,39,31,20,0,,0.77,1.36
POS_503802,2025-01-07 08:00:00,STORE_153,Mutare,Manicaland,0,21,34,31,0,,0.87,1.54
POS_500368,2025-01-07 09:00:00,STORE_015,Harare,Harare Urban,30,0,0,15,0,,0.71,1.24
POS_504060,2025-01-07 09:00:00,STORE_164,Bindura,Mashonaland Central,32,0,0,5,1,Independence Day Promo,0.61,1.08
POS_500539,2025-01-07 09:00:00,STORE_021,Hatcliff,Harare Urban,32,30,9,13,0,,0.73,1.29
POS_503803,2025-01-07 12:00:00,STORE_153,Mutare,Manicaland,44,22,31,32,1,Easter Promo,0.78,1.37
POS_500169,2025-01-07 12:00:00,STORE_008,Chinhoyi,Mashonaland West,0,19,5,15,0,,0.86,1.51
POS_501528,2025-01-07 13:00:00,STORE_060,Harare,Harare Urban,27,12,0,28,0,,0.74,1.31
POS_502170,2025-01-07 15:00:00,STORE_088,Chinhoyi,Mashonaland West,33,0,0,12,0,,0.67,1.18
POS_503786,2025-01-07 15:00:00,STORE_152,Chegutu,Mashonaland West,32,0,27,31,0,,0.81,1.42
POS_500299,2025-01-07 15:00:00,STORE_012,Murehwa,Mashonaland East,34,20,0,23,0,,0.73,1.29
POS_501166,2025-01-07 15:00:00,STORE_046,Chinhoyi,Mashonaland West,39,0,16,5,1,Heroes Day Promo,0.64,1.12
POS_502328,2025-01-08 07:00:00,STORE_094,Harare,Harare Urban,14,43,19,40,1,Heroes Day Promo,0.82,1.44
POS_501743,2025-01-08 08:00:00,STORE_069,Chinhoyi,Mashonaland West,20,36,38,0,0,,0.68,1.19
POS_504911,2025-01-08 08:00:00,STORE_197,Hatcliff,Harare Urban,12,35,23,0,1,Independence Day Promo,0.7,1.23
POS_503945,2025-01-08 09:00:00,STORE_159,Harare,Harare Urban,27,45,30,7,1,Independence Day Promo,0.77,1.35
POS_501179,2025-01-08 09:00:00,STORE_047,Mutare,Manicaland,0,39,37,0,0,,0.82,1.45
POS_503117,2025-01-08 10:00:00,STORE_125,Chegutu,Mashonaland West,0,9,37,20,0,,0.81,1.43
POS_502711,2025-01-08 10:00:00,STORE_110,Murehwa,Mashonaland East,13,48,0,0,1,Easter Promo,0.68,1.19
POS_502137,2025-01-08 10:00:00,STORE_087,Murehwa,Mashonaland East,0,0,40,4,1,Easter Promo,0.84,1.48
POS_500453,2025-01-08 12:00:00,STORE_018,Bindura,Mashonaland Central,0,32,31,0,0,,0.82,1.44
POS_501398,2025-01-08 12:00:00,STORE_055,Bindura,Mashonaland Central,35,26,33,0,0,,0.69,1.22
POS_503307,2025-01-08 12:00:00,STORE_133,Harare,Harare Urban,9,13,0,26,0,,0.81,1.43
POS_500428,2025-01-08 13:00:00,STORE_017,Chinhoyi,Mashonaland West,6,0,15,0,0,,0.81,1.42
POS_504258,2025-01-08 13:00:00,STORE_173,Bindura,Mashonaland Central,16,0,0,28,0,,0.82,1.44
POS_504698,2025-01-08 13:00:00,STORE_189,Hatcliff,Harare Urban,37,28,15,27,0,,0.77,1.36
POS_501782,2025-01-08 13:00:00,STORE_071,Mutare,Manicaland,18,34,28,30,0,,0.74,1.31
POS_503440,2025-01-08 14:00:00,STORE_138,Chinhoyi,Mashonaland West,0,0,13,19,0,,0.9,1.59
POS_502222,2025-01-08 14:00:00,STORE_090,Bindura,Mashonaland Central,0,45,30,0,1,Christmas Promo,0.7,1.24
POS_503995,2025-01-08 15:00:00,STORE_161,Bindura,Mashonaland Central,31,0,39,0,0,,0.69,1.22
POS_500820,2025-01-08 16:00:00,STORE_033,Mutare,Manicaland,0,16,0,37,0,,0.92,1.62
POS_502260,2025-01-08 16:00:00,STORE_092,Bindura,Mashonaland Central,31,8,32,3,0,,0.72,1.27
POS_502409,2025-01-09 07:00:00,STORE_097,Hatcliff,Harare Urban,15,31,0,0,0,,0.66,1.17
POS_500829,2025-01-09 08:00:00,STORE_033,Mutare,Manicaland,0,19,40,34,0,,0.83,1.46
POS_502635,2025-01-09 10:00:00,STORE_107,Hatcliff,Harare Urban,20,45,5,15,1,Easter Promo,0.73,1.28
POS_501299,2025-01-09 10:00:00,STORE_051,Murehwa,Mashonaland East,0,5,10,36,0,,0.92,1.63
POS_503484,2025-01-09 10:00:00,STORE_140,Chegutu,Mashonaland West,0,46,0,42,1,Christmas Promo,0.86,1.52
POS_504713,2025-01-09 11:00:00,STORE_190,Bindura,Mashonaland Central,8,21,0,0,0,,0.61,1.07
POS_502468,2025-01-09 12:00:00,STORE_100,Bindura,Mashonaland Central,34,0,24,22,1,Heroes Day Promo,0.74,1.3
POS_504643,2025-01-09 14:00:00,STORE_188,Murehwa,Mashonaland East,39,14,0,20,0,,0.72,1.27
POS_501492,2025-01-09 14:00:00,STORE_059,Chinhoyi,Mashonaland West,25,16,0,28,0,,0.77,1.35
POS_503535,2025-01-10 07:00:00,STORE_142,Murehwa,Mashonaland East,30,35,24,12,0,,0.75,1.31
POS_504529,2025-01-10 07:00:00,STORE_184,Harare,Harare Urban,31,0,0,10,0,,0.69,1.22
POS_502498,2025-01-10 07:00:00,STORE_101,Mutare,Manicaland,13,16,41,0,1,Heroes Day Promo,0.75,1.31
POS_504034,2025-01-10 08:00:00,STORE_162,Chinhoyi,Mashonaland West,39,27,25,39,0,,0.76,1.33
POS_503456,2025-01-10 09:00:00,STORE_139,Chegutu,Mashonaland West,35,26,21,7,0,,0.71,1.24
POS_502262,2025-01-10 09:00:00,STORE_092,Bindura,Mashonaland Central,14,16,4,16,0,,0.8,1.42
POS_504640,2025-01-10 09:00:00,STORE_188,Murehwa,Mashonaland East,7,25,0,30,0,,0.8,1.4
POS_501535,2025-01-10 10:00:00,STORE_061,Bindura,Mashonaland Central,0,39,24,15,0,,0.79,1.39
POS_504242,2025-01-10 10:00:00,STORE_173,Bindura,Mashonaland Central,0,0,12,32,0,,0.93,1.64
POS_500786,2025-01-10 11:00:00,STORE_031,Chinhoyi,Mashonaland West,23,39,11,16,0,,0.79,1.39
POS_504533,2025-01-10 12:00:00,STORE_184,Harare,Harare Urban,0,22,0,32,1,Independence Day Promo,0.85,1.5
POS_501943,2025-01-10 13:00:00,STORE_079,Mutare,Manicaland,36,35,25,48,1,Heroes Day Promo,0.82,1.44
POS_502949,2025-01-10 13:00:00,STORE_119,Bindura,Mashonaland Central,32,0,0,26,0,,0.8,1.41
POS_504158,2025-01-10 14:00:00,STORE_169,Hatcliff,Harare Urban,5,0,13,0,0,,0.76,1.34
POS_501589,2025-01-10 14:00:00,STORE_063,Chegutu,Mashonaland West,3,0,0,11,0,,0.88,1.55
POS_501868,2025-01-10 14:00:00,STORE_075,Chinhoyi,Mashonaland West,7,0,0,32,0,,0.89,1.56
POS_500137,2025-01-10 15:00:00,STORE_007,Harare,Harare Urban,0,14,0,0,0,,0.7,1.24
POS_503680,2025-01-10 15:00:00,STORE_148,Chinhoyi,Mashonaland West,0,0,40,30,0,,0.91,1.61
POS_500384,2025-01-10 16:00:00,STORE_016,Chinhoyi,Mashonaland West,4,0,34,21,0,,0.87,1.53
POS_502558,2025-01-10 18:00:00,STORE_103,Harare,Harare Urban,7,0,3,25,0,,0.89,1.56
POS_504943,2025-01-11 07:00:00,STORE_198,Chegutu,Mashonaland West,8,19,39,15,0,,0.76,1.35
POS_504001,2025-01-11 09:00:00,STORE_161,Bindura,Mashonaland Central,30,36,26,10,0,,0.7,1.24
POS_500969,2025-01-11 09:00:00,STORE_039,Chinhoyi,Mashonaland West,39,16,47,0,1,Easter Promo,0.78,1.37
POS_500146,2025-01-11 11:00:00,STORE_007,Harare,Harare Urban,32,31,5,6,0,,0.68,1.2
POS_505000,2025-01-11 11:00:00,STORE_200,Bindura,Mashonaland Central,0,7,6,24,0,,0.87,1.53
POS_500843,2025-01-11 12:00:00,STORE_034,Bindura,Mashonaland Central,6,0,22,0,0,,0.82,1.44
POS_502865,2025-01-11 12:00:00,STORE_117,Bindura,Mashonaland Central,26,0,12,0,1,Christmas Promo,0.68,1.19
POS_502321,2025-01-11 13:00:00,STORE_094,Harare,Harare Urban,10,0,17,39,0,,0.89,1.57
POS_504297,2025-01-11 13:00:00,STORE_175,Chinhoyi,Mashonaland West,15,0,19,0,0,,0.72,1.27
POS_504302,2025-01-11 13:00:00,STORE_175,Chinhoyi,Mashonaland West,14,17,29,18,0,,0.78,1.37
POS_502763,2025-01-11 14:00:00,STORE_112,Bindura,Mashonaland Central,24,18,28,9,0,,0.74,1.3
POS_504273,2025-01-11 15:00:00,STORE_174,Hatcliff,Harare Urban,36,0,0,37,1,Easter Promo,0.74,1.3
POS_501682,2025-01-11 15:00:00,STORE_066,Murehwa,Mashonaland East,24,35,0,0,0,,0.66,1.16
POS_501445,2025-01-11 15:00:00,STORE_058,Murehwa,Mashonaland East,39,27,19,26,0,,0.76,1.33
POS_503318,2025-01-11 16:00:00,STORE_133,Harare,Harare Urban,0,0,0,6,0,,1.04,1.83
POS_500662,2025-01-11 17:00:00,STORE_026,Hatcliff,Harare Urban,2,0,0,0,0,,0.6,1.05
POS_503543,2025-01-12 07:00:00,STORE_142,Murehwa,Mashonaland East,25,0,0,19,1,Heroes Day Promo,0.69,1.21
POS_504590,2025-01-12 08:00:00,STORE_186,Chegutu,Mashonaland West,45,29,7,14,1,Independence Day Promo,0.7,1.23
POS_504967,2025-01-12 09:00:00,STORE_199,Bindura,Mashonaland Central,12,10,0,33,0,,0.93,1.64
POS_502629,2025-01-12 10:00:00,STORE_106,Chegutu,Mashonaland West,32,37,35,12,0,,0.76,1.35
POS_503631,2025-01-12 10:00:00,STORE_146,Bindura,Mashonaland Central,9,26,11,28,0,,0.78,1.38
POS_504550,2025-01-12 10:00:00,STORE_185,Chinhoyi,Mashonaland West,18,20,30,28,0,,0.82,1.44
POS_500116,2025-01-12 10:00:00,STORE_006,Chinhoyi,Mashonaland West,16,0,0,4,0,,0.65,1.14
POS_501265,2025-01-12 10:00:00,STORE_050,Chinhoyi,Mashonaland West,0,35,38,8,0,,0.75,1.31
POS_501908,2025-01-12 12:00:00,STORE_077,Chinhoyi,Mashonaland West,24,43,5,20,1,Heroes Day Promo,0.73,1.29
POS_503238,2025-01-12 13:00:00,STORE_130,Hatcliff,Harare Urban,0,7,0,21,0,,0.91,1.59
POS_502202,2025-01-12 13:00:00,STORE_090,Bindura,Mashonaland Central,23,0,0,5,0,,0.61,1.08
POS_503753,2025-01-12 13:00:00,STORE_150,Chegutu,Mashonaland West,26,32,35,27,0,,0.74,1.3
POS_500327,2025-01-12 13:00:00,STORE_013,Chinhoyi,Mashonaland West,10,6,0,22,1,Easter Promo,0.83,1.46
POS_504456,2025-01-12 13:00:00,STORE_181,Chegutu,Mashonaland West,15,37,28,30,0,,0.78,1.37
POS_504192,2025-01-12 15:00:00,STORE_171,Hatcliff,Harare Urban,14,34,0,29,1,Independence Day Promo,0.8,1.4
POS_504234,2025-01-12 15:00:00,STORE_173,Bindura,Mashonaland Central,23,0,30,33,0,,0.78,1.37
POS_503878,2025-01-13 10:00:00,STORE_155,Mutare,Manicaland,39,39,0,0,0,,0.67,1.18
POS_504187,2025-01-13 10:00:00,STORE_171,Hatcliff,Harare Urban,0,40,0,35,0,,0.79,1.39
POS_502771,2025-01-13 10:00:00,STORE_112,Bindura,Mashonaland Central,33,3,28,17,0,,0.81,1.42
POS_500249,2025-01-13 10:00:00,STORE_010,Hatcliff,Harare Urban,20,44,0,0,1,Heroes Day Promo,0.63,1.11
POS_504749,2025-01-13 10:00:00,STORE_191,Murehwa,Mashonaland East,30,11,5,36,0,,0.75,1.33
POS_501239,2025-01-13 11:00:00,STORE_049,Harare,Harare Urban,6,36,11,0,1,Easter Promo,0.73,1.29
POS_501451,2025-01-13 11:00:00,STORE_058,Murehwa,Mashonaland East,30,11,28,16,0,,0.81,1.42
POS_502037,2025-01-13 12:00:00,STORE_083,Chinhoyi,Mashonaland West,0,12,5,26,0,,0.89,1.56
POS_502727,2025-01-13 12:00:00,STORE_111,Harare,Harare Urban,0,15,7,18,0,,0.86,1.52
POS_501098,2025-01-13 13:00:00,STORE_043,Hatcliff,Harare Urban,27,0,0,14,0,,0.72,1.27
POS_500901,2025-01-13 13:00:00,STORE_036,Chinhoyi,Mashonaland West,33,0,0,9,0,,0.65,1.14
POS_504090,2025-01-13 13:00:00,STORE_165,Bindura,Mashonaland Central,40,24,0,11,0,,0.67,1.19
POS_501018,2025-01-13 14:00:00,STORE_041,Mutare,Manicaland,23,42,0,32,1,Christmas Promo,0.73,1.29
POS_504318,2025-01-13 14:00:00,STORE_176,Murehwa,Mashonaland East,0,20,0,29,1,Easter Promo,0.82,1.44
POS_502879,2025-01-13 15:00:00,STORE_117,Bindura,Mashonaland Central,0,0,18,25,1,Easter Promo,0.92,1.62
POS_500869,2025-01-13 16:00:00,STORE_035,Murehwa,Mashonaland East,32,27,32,0,0,,0.68,1.19
POS_504549,2025-01-14 07:00:00,STORE_185,Chinhoyi,Mashonaland West,8,30,35,19,0,,0.81,1.42
POS_501805,2025-01-14 07:00:00,STORE_072,Bindura,Mashonaland Central,36,6,0,0,0,,0.6,1.02
POS_503850,2025-01-14 07:00:00,STORE_155,Mutare,Manicaland,5,26,0,0,0,,0.7,1.23
POS_502370,2025-01-14 08:00:00,STORE_096,Murehwa,Mashonaland East,5,31,29,38,0,,0.81,1.43
POS_504267,2025-01-14 08:00:00,STORE_174,Hatcliff,Harare Urban,36,26,4,13,0,,0.75,1.31
POS_503011,2025-01-14 08:00:00,STORE_122,Chinhoyi,Mashonaland West,0,40,0,26,0,,0.82,1.45
POS_502521,2025-01-14 09:00:00,STORE_102,Murehwa,Mashonaland East,5,0,49,0,1,Heroes Day Promo,0.84,1.48
POS_504125,2025-01-14 10:00:00,STORE_167,Chinhoyi,Mashonaland West,0,34,33,0,0,,0.74,1.31
POS_502779,2025-01-14 11:00:00,STORE_113,Harare,Harare Urban,10,0,0,21,0,,0.85,1.49
POS_500810,2025-01-14 11:00:00,STORE_032,Bindura,Mashonaland Central,7,24,30,0,0,,0.72,1.27
POS_501109,2025-01-14 11:00:00,STORE_044,Chinhoyi,Mashonaland West,0,25,35,0,1,Easter Promo,0.76,1.34
POS_504774,2025-01-14 12:00:00,STORE_192,Murehwa,Mashonaland East,6,9,0,0,0,,0.66,1.16
POS_502338,2025-01-14 12:00:00,STORE_095,Murehwa,Mashonaland East,17,25,32,4,0,,0.72,1.27
POS_504594,2025-01-14 14:00:00,STORE_186,Chegutu,Mashonaland West,17,0,0,8,0,,0.68,1.2
POS_500816,2025-01-14 14:00:00,STORE_032,Bindura,Mashonaland Central,24,21,0,35,0,,0.74,1.31
POS_503869,2025-01-14 15:00:00,STORE_155,Mutare,Manicaland,36,0,0,39,0,,0.71,1.26
POS_500055,2025-01-14 15:00:00,STORE_003,Chinhoyi,Mashonaland West,30,34,4,27,0,,0.72,1.27
POS_500396,2025-01-14 15:00:00,STORE_016,Chinhoyi,Mashonaland West,22,21,32,36,0,,0.82,1.45
POS_501870,2025-01-14 16:00:00,STORE_075,Chinhoyi,Mashonaland West,9,30,23,40,0,,0.77,1.36
POS_500351,2025-01-14 16:00:00,STORE_014,Chinhoyi,Mashonaland West,22,50,0,11,1,Heroes Day Promo,0.67,1.19
POS_500561,2025-01-14 19:00:00,STORE_022,Mutare,Manicaland,18,0,10,0,0,,0.73,1.28
POS_501269,2025-01-15 07:00:00,STORE_051,Murehwa,Mashonaland East,37,32,24,0,0,,0.68,1.19
POS_501780,2025-01-15 09:00:00,STORE_071,Mutare,Manicaland,18,31,0,0,0,,0.68,1.19
POS_501517,2025-01-15 10:00:00,STORE_060,Harare,Harare Urban,0,0,18,8,0,,0.89,1.57
POS_504768,2025-01-15 11:00:00,STORE_192,Murehwa,Mashonaland East,0,5,0,4,0,,0.85,1.49
POS_503361,2025-01-15 11:00:00,STORE_135,Mutare,Manicaland,0,33,28,10,0,,0.74,1.31
POS_504327,2025-01-15 13:00:00,STORE_176,Murehwa,Mashonaland East,23,17,14,0,0,,0.68,1.21
POS_500573,2025-01-15 13:00:00,STORE_022,Mutare,Manicaland,31,32,5,18,0,,0.68,1.2
POS_502411,2025-01-15 14:00:00,STORE_097,Hatcliff,Harare Urban,0,34,49,0,1,Independence Day Promo,0.85,1.5
POS_502882,2025-01-15 15:00:00,STORE_117,Bindura,Mashonaland Central,38,16,19,22,0,,0.7,1.23
POS_501285,2025-01-15 15:00:00,STORE_051,Murehwa,Mashonaland East,4,12,0,0,0,,0.65,1.15
POS_504892,2025-01-15 15:00:00,STORE_196,Harare,Harare Urban,17,9,0,40,0,,0.8,1.41
POS_501462,2025-01-15 16:00:00,STORE_058,Murehwa,Mashonaland East,25,9,12,0,0,,0.64,1.12
POS_501525,2025-01-15 16:00:00,STORE_060,Harare,Harare Urban,39,32,42,33,1,Easter Promo,0.81,1.43
