sensor_id,timestamp,plant_id,equipment_id,metric_name,metric_value
SEN_100040,2025-03-05 14:00:00,Shepperton_Plant,PACKAGING_LINE_01,seal_strength_n,39.42
SEN_100041,2025-02-09 01:00:00,Shepperton_Plant,CONVEYOR_01,belt_speed_m_min,5.28
SEN_100042,2025-01-25 01:00:00,Shepperton_Plant,PACKAGING_LINE_01,seal_temperature_c,138.05
SEN_100043,2025-07-07 19:00:00,Shepperton_Plant,CONVEYOR_01,belt_speed_m_min,11.96
SEN_100044,2025-05-26 06:00:00,Shepperton_Plant,CONVEYOR_02,belt_speed_m_min,18.21
SEN_100045,2025-05-12 14:00:00,Shepperton_Plant,OVEN_02,belt_speed_m_min,5.64
SEN_100046,2025-07-06 17:00:00,Shepperton_Plant,CONVEYOR_01,motor_load_pct,59.82
SEN_100047,2025-07-05 06:00:00,Shepperton_Plant,CONVEYOR_01,belt_speed_m_min,6.77
SEN_100048,2025-06-15 00:00:00,Shepperton_Plant,METAL_DETECTOR_01,detection_events,2.0
SEN_100049,2025-03-08 12:00:00,Shepperton_Plant,COOLING_TUNNEL_01,air_temperature_c,23.0
SEN_100050,2025-02-16 08:00:00,Shepperton_Plant,COOLING_TUNNEL_01,airflow_m_s,1.0
SEN_100051,2025-03-19 08:00:00,Shepperton_Plant,OVEN_01,belt_speed_m_min,6.74
SEN_100052,2025-01-22 11:00:00,Shepperton_Plant,PROOFER_01,humidity_pct,73.57
SEN_100053,2025-06-27 06:00:00,Shepperton_Plant,COOLING_TUNNEL_01,air_temperature_c,23.22
SEN_100054,2025-03-19 02:00:00,Shepperton_Plant,CONVEYOR_02,motor_load_pct,52.11
SEN_100055,2025-06-25 20:00:00,Shepperton_Plant,METAL_DETECTOR_01,sensitivity_level,4.37
SEN_100056,2025-06-11 17:00:00,Shepperton_Plant,COOLING_TUNNEL_01,airflow_m_s,1.29
SEN_100057,2025-03-07 11:00:00,Shepperton_Plant,METAL_DETECTOR_01,sensitivity_level,1.3
SEN_100058,2025-01-08 21:00:00,Shepperton_Plant,CONVEYOR_01,motor_load_pct,34.02
SEN_100059,2025-07-26 14:00:00,Shepperton_Plant,DOUGH_MIXER_01,vibration_mm_s,2.76
SEN_100060,2025-02-16 21:00:00,Shepperton_Plant,COOLING_TUNNEL_01,airflow_m_s,1.01
SEN_100061,2025-03-19 10:00:00,Shepperton_Plant,OVEN_01,zone_temperature_c,224.23
SEN_100062,2025-03-26 20:00:00,Shepperton_Plant,PACKAGING_LINE_01,seal_strength_n,31.69
SEN_100063,2025-06-11 14:00:00,Shepperton_Plant,METAL_DETECTOR_01,detection_events,0.0
SEN_100064,2025-05-04 09:00:00,Shepperton_Plant,PROOFER_01,temperature_c,32.72
SEN_100065,2025-02-02 04:00:00,Shepperton_Plant,OVEN_02,zone_temperature_c,216.38
SEN_100066,2025-01-11 17:00:00,Shepperton_Plant,PACKAGING_LINE_01,seal_temperature_c,120.63
SEN_100067,2025-02-25 08:00:00,Shepperton_Plant,PROOFER_01,humidity_pct,69.2
SEN_100068,2025-05-09 08:00:00,Shepperton_Plant,COOLING_TUNNEL_01,air_temperature_c,22.83
SEN_100069,2025-05-17 19:00:00,Shepperton_Plant,CONVEYOR_01,motor_load_pct,69.56
SEN_100070,2025-05-18 18:00:00,Shepperton_Plant,CONVEYOR_01,belt_speed_m_min,16.97
SEN_100071,2025-04-08 18:00:00,Shepperton_Plant,PACKAGING_LINE_01,seal_temperature_c,133.27
SEN_100072,2025-04-21 19:00:00,Shepperton_Plant,COOLING_TUNNEL_01,airflow_m_s,2.96
SEN_100073,2025-04-20 13:00:00,Shepperton_Plant,CONVEYOR_02,belt_speed_m_min,14.91
SEN_100074,2025-03-27 01:00:00,Shepperton_Plant,OVEN_02,belt_speed_m_min,5.8
SEN_100075,2025-04-09 18:00:00,Shepperton_Plant,PROOFER_01,humidity_pct,72.55
SEN_100076,2025-02-24 18:00:00,Shepperton_Plant,CONVEYOR_01,belt_speed_m_min,10.7
SEN_100077,2025-04-23 06:00:00,Shepperton_Plant,OVEN_02,zone_temperature_c,245.85
SEN_100078,2025-06-23 06:00:00,Shepperton_Plant,CONVEYOR_02,motor_load_pct,31.78
SEN_100079,2025-02-27 22:00:00,Shepperton_Plant,METAL_DETECTOR_01,sensitivity_level,3.57
SEN_100080,2025-07-03 13:00:00,Shepperton_Plant,PACKAGING_LINE_01,seal_strength_n,21.61
SEN_100081,2025-05-09 00:00:00,Shepperton_Plant,OVEN_02,zone_temperature_c,234.2
SEN_100082,2025-07-15 14:00:00,Shepperton_Plant,CONVEYOR_01,motor_load_pct,55.99
SEN_100083,2025-06-13 18:00:00,Shepperton_Plant,PACKAGING_LINE_01,seal_strength_n,44.81
SEN_100084,2025-02-13 23:00:00,Shepperton_Plant,PROOFER_01,humidity_pct,71.05
SEN_100085,2025-03-02 05:00:00,Shepperton_Plant,METAL_DETECTOR_01,detection_events,3.0
SEN_100086,2025-07-24 08:00:00,Shepperton_Plant,CONVEYOR_01,motor_load_pct,30.65
SEN_100087,2025-05-05 07:00:00,Shepperton_Plant,CONVEYOR_02,belt_speed_m_min,14.86
SEN_100088,2025-07-11 14:00:00,Shepperton_Plant,OVEN_01,zone_temperature_c,254.45
SEN_100089,2025-02-16 08:00:00,Shepperton_Plant,CONVEYOR_01,motor_load_pct,60.97
SEN_100090,2025-07-20 00:00:00,Shepperton_Plant,METAL_DETECTOR_01,detection_events,3.0
SEN_100091,2025-03-08 06:00:00,Shepperton_Plant,OVEN_02,belt_speed_m_min,5.29
SEN_100092,2025-04-18 22:00:00,Shepperton_Plant,METAL_DETECTOR_01,detection_events,1.0
SEN_100093,2025-01-21 05:00:00,Shepperton_Plant,METAL_DETECTOR_01,sensitivity_level,3.81
SEN_100094,2025-01-06 15:00:00,Shepperton_Plant,PACKAGING_LINE_01,seal_strength_n,40.3
SEN_100095,2025-04-07 03:00:00,Shepperton_Plant,COOLING_TUNNEL_01,airflow_m_s,0.93
SEN_100096,2025-06-10 00:00:00,Shepperton_Plant,METAL_DETECTOR_01,detection_events,2.0
SEN_100097,2025-02-14 20:00:00,Shepperton_Plant,PACKAGING_LINE_01,seal_temperature_c,146.78
SEN_100098,2025-03-25 15:00:00,Shepperton_Plant,PACKAGING_LINE_01,seal_temperature_c,178.06
SEN_100099,2025-03-13 17:00:00,Shepperton_Plant,METAL_DETECTOR_01,detection_events,3.0
SEN_100100,2025-06-14 11:00:00,Shepperton_Plant,DOUGH_MIXER_01,motor_temperature_c,84.42
SEN_100101,2025-04-07 11:00:00,Shepperton_Plant,METAL_DETECTOR_01,sensitivity_level,2.01
SEN_100102,2025-02-20 20:00:00,Shepperton_Plant,PROOFER_01,temperature_c,41.82
SEN_100103,2025-01-08 11:00:00,Shepperton_Plant,COOLING_TUNNEL_01,airflow_m_s,1.75
SEN_100104,2025-04-28 08:00:00,Shepperton_Plant,PACKAGING_LINE_01,seal_temperature_c,130.14
SEN_100105,2025-01-18 03:00:00,Shepperton_Plant,OVEN_02,zone_temperature_c,247.87
SEN_100106,2025-06-11 08:00:00,Shepperton_Plant,COOLING_TUNNEL_01,air_temperature_c,25.51
SEN_100107,2025-05-10 20:00:00,Shepperton_Plant,DOUGH_MIXER_01,mixing_time_sec,465.27
SEN_100108,2025-06-02 09:00:00,Shepperton_Plant,COOLING_TUNNEL_01,air_temperature_c,28.03
SEN_100109,2025-05-18 15:00:00,Shepperton_Plant,PACKAGING_LINE_01,seal_temperature_c,120.95
SEN_100110,2025-07-14 09:00:00,Shepperton_Plant,PROOFER_01,humidity_pct,74.55
SEN_100111,2025-02-27 10:00:00,Shepperton_Plant,DOUGH_MIXER_01,motor_temperature_c,71.47
SEN_100112,2025-06-15 13:00:00,Shepperton_Plant,CONVEYOR_01,motor_load_pct,33.78
SEN_100113,2025-04-22 12:00:00,Shepperton_Plant,CONVEYOR_01,belt_speed_m_min,7.07
SEN_100114,2025-05-02 11:00:00,Shepperton_Plant,METAL_DETECTOR_01,sensitivity_level,3.55
SEN_100115,2025-03-16 01:00:00,Shepperton_Plant,PACKAGING_LINE_01,seal_temperature_c,120.1
SEN_100116,2025-02-17 03:00:00,Shepperton_Plant,CONVEYOR_01,motor_load_pct,54.17
SEN_100117,2025-05-18 03:00:00,Shepperton_Plant,CONVEYOR_02,motor_load_pct,30.04
SEN_100118,2025-04-08 05:00:00,Shepperton_Plant,OVEN_01,belt_speed_m_min,6.34
SEN_100119,2025-01-24 15:00:00,Shepperton_Plant,PROOFER_01,humidity_pct,74.45
SEN_100120,2025-04-03 11:00:00,Shepperton_Plant,PROOFER_01,temperature_c,39.02
SEN_100121,2025-04-06 15:00:00,Shepperton_Plant,CONVEYOR_01,motor_load_pct,22.31
SEN_100122,2025-07-16 20:00:00,Shepperton_Plant,OVEN_02,belt_speed_m_min,3.6
SEN_100123,2025-06-15 13:00:00,Shepperton_Plant,DOUGH_MIXER_01,mixing_time_sec,734.25
SEN_100124,2025-03-21 15:00:00,Shepperton_Plant,PACKAGING_LINE_01,seal_temperature_c,159.73
SEN_100125,2025-07-19 12:00:00,Shepperton_Plant,CONVEYOR_01,belt_speed_m_min,15.64
SEN_100126,2025-01-20 11:00:00,Shepperton_Plant,CONVEYOR_01,motor_load_pct,23.5
SEN_100127,2025-06-13 17:00:00,Shepperton_Plant,OVEN_02,belt_speed_m_min,3.73
SEN_100128,2025-02-22 19:00:00,Shepperton_Plant,DOUGH_MIXER_01,mixing_time_sec,458.35
SEN_100129,2025-05-05 23:00:00,Shepperton_Plant,COOLING_TUNNEL_01,air_temperature_c,25.77
SEN_100130,2025-07-28 07:00:00,Shepperton_Plant,DOUGH_MIXER_01,mixing_time_sec,476.11
SEN_100131,2025-02-01 19:00:00,Shepperton_Plant,PACKAGING_LINE_01,seal_temperature_c,121.97
SEN_100132,2025-04-08 01:00:00,Shepperton_Plant,OVEN_01,belt_speed_m_min,5.92
SEN_100133,2025-01-12 06:00:00,Shepperton_Plant,CONVEYOR_02,motor_load_pct,23.82
SEN_100134,2025-02-22 18:00:00,Shepperton_Plant,CONVEYOR_01,motor_load_pct,23.76
SEN_100135,2025-05-10 19:00:00,Shepperton_Plant,DOUGH_MIXER_01,motor_temperature_c,48.85
SEN_100136,2025-02-25 02:00:00,Shepperton_Plant,DOUGH_MIXER_01,vibration_mm_s,5.84
SEN_100137,2025-04-13 19:00:00,Shepperton_Plant,CONVEYOR_02,belt_speed_m_min,15.7
SEN_100138,2025-06-04 01:00:00,Shepperton_Plant,CONVEYOR_01,belt_speed_m_min,12.85
SEN_100139,2025-06-15 06:00:00,Shepperton_Plant,DOUGH_MIXER_01,vibration_mm_s,2.52
SEN_100140,2025-05-20 00:00:00,Shepperton_Plant,DOUGH_MIXER_01,motor_temperature_c,60.54
SEN_100141,2025-06-18 02:00:00,Shepperton_Plant,OVEN_02,zone_temperature_c,194.71
SEN_100142,2025-03-03 23:00:00,Shepperton_Plant,CONVEYOR_01,motor_load_pct,50.71
SEN_100143,2025-01-05 15:00:00,Shepperton_Plant,CONVEYOR_01,belt_speed_m_min,16.25
SEN_100144,2025-07-19 00:00:00,Shepperton_Plant,DOUGH_MIXER_01,vibration_mm_s,4.8
SEN_100145,2025-01-06 10:00:00,Shepperton_Plant,COOLING_TUNNEL_01,airflow_m_s,1.32
SEN_100146,2025-05-11 21:00:00,Shepperton_Plant,METAL_DETECTOR_01,detection_events,1.0
SEN_100147,2025-07-25 13:00:00,Shepperton_Plant,METAL_DETECTOR_01,detection_events,0.0
SEN_100148,2025-05-19 06:00:00,Shepperton_Plant,COOLING_TUNNEL_01,air_temperature_c,29.51
SEN_100149,2025-01-12 12:00:00,Shepperton_Plant,PACKAGING_LINE_01,seal_strength_n,34.9
SEN_100150,2025-04-04 10:00:00,Shepperton_Plant,CONVEYOR_01,belt_speed_m_min,19.59
SEN_100151,2025-03-17 20:00:00,Shepperton_Plant,CONVEYOR_01,motor_load_pct,21.45
SEN_100152,2025-04-12 19:00:00,Shepperton_Plant,OVEN_02,belt_speed_m_min,5.42
SEN_100153,2025-07-06 13:00:00,Shepperton_Plant,OVEN_02,zone_temperature_c,201.54
SEN_100154,2025-05-24 19:00:00,Shepperton_Plant,PACKAGING_LINE_01,seal_temperature_c,131.72
SEN_100155,2025-05-23 19:00:00,Shepperton_Plant,CONVEYOR_02,motor_load_pct,67.34
SEN_100156,2025-06-19 23:00:00,Shepperton_Plant,OVEN_02,zone_temperature_c,242.97
SEN_100157,2025-01-19 16:00:00,Shepperton_Plant,DOUGH_MIXER_01,mixing_time_sec,591.8
SEN_100158,2025-03-08 12:00:00,Shepperton_Plant,OVEN_01,zone_temperature_c,211.25
SEN_100159,2025-06-02 18:00:00,Shepperton_Plant,PACKAGING_LINE_01,seal_strength_n,27.72
SEN_100160,2025-07-23 21:00:00,Shepperton_Plant,METAL_DETECTOR_01,detection_events,0.0
SEN_100161,2025-04-18 04:00:00,Shepperton_Plant,PACKAGING_LINE_01,seal_temperature_c,174.41
SEN_100162,2025-07-28 08:00:00,Shepperton_Plant,OVEN_02,zone_temperature_c,221.8
SEN_100163,2025-03-01 02:00:00,Shepperton_Plant,PROOFER_01,humidity_pct,71.97
SEN_100164,2025-06-05 07:00:00,Shepperton_Plant,COOLING_TUNNEL_01,airflow_m_s,2.91
SEN_100165,2025-07-08 08:00:00,Shepperton_Plant,OVEN_02,belt_speed_m_min,5.43
SEN_100166,2025-03-12 06:00:00,Shepperton_Plant,OVEN_02,zone_temperature_c,207.44
SEN_100167,2025-02-11 19:00:00,Shepperton_Plant,CONVEYOR_01,belt_speed_m_min,13.73
SEN_100168,2025-01-15 06:00:00,Shepperton_Plant,OVEN_01,zone_temperature_c,256.36
SEN_100169,2025-05-04 09:00:00,Shepperton_Plant,PACKAGING_LINE_01,seal_strength_n,19.29
SEN_100170,2025-01-04 18:00:00,Shepperton_Plant,PROOFER_01,temperature_c,38.58
SEN_100171,2025-05-20 06:00:00,Shepperton_Plant,DOUGH_MIXER_01,motor_temperature_c,52.32
SEN_100172,2025-07-06 07:00:00,Shepperton_Plant,DOUGH_MIXER_01,motor_temperature_c,49.86
SEN_100173,2025-04-22 04:00:00,Shepperton_Plant,OVEN_02,zone_temperature_c,199.77
SEN_100174,2025-05-14 01:00:00,Shepperton_Plant,DOUGH_MIXER_01,mixing_time_sec,504.58
SEN_100175,2025-02-09 14:00:00,Shepperton_Plant,PACKAGING_LINE_01,seal_strength_n,41.71
SEN_100176,2025-01-19 13:00:00,Shepperton_Plant,PROOFER_01,temperature_c,33.03
SEN_100177,2025-07-18 08:00:00,Shepperton_Plant,CONVEYOR_02,motor_load_pct,52.65
SEN_100178,2025-05-09 01:00:00,Shepperton_Plant,CONVEYOR_01,belt_speed_m_min,17.79
SEN_100179,2025-02-13 12:00:00,Shepperton_Plant,PACKAGING_LINE_01,seal_strength_n,22.93
SEN_100180,2025-01-25 01:00:00,Shepperton_Plant,DOUGH_MIXER_01,mixing_time_sec,517.03
SEN_100181,2025-07-09 23:00:00,Shepperton_Plant,METAL_DETECTOR_01,sensitivity_level,3.38
SEN_100182,2025-03-03 12:00:00,Shepperton_Plant,CONVEYOR_02,belt_speed_m_min,5.37
SEN_100183,2025-06-22 11:00:00,Shepperton_Plant,CONVEYOR_02,belt_speed_m_min,18.66
SEN_100184,2025-01-27 01:00:00,Shepperton_Plant,PROOFER_01,humidity_pct,69.18
SEN_100185,2025-07-17 21:00:00,Shepperton_Plant,METAL_DETECTOR_01,sensitivity_level,1.13
SEN_100186,2025-04-05 19:00:00,Shepperton_Plant,DOUGH_MIXER_01,mixing_time_sec,741.59
SEN_100187,2025-04-13 18:00:00,Shepperton_Plant,OVEN_01,zone_temperature_c,243.65
SEN_100188,2025-04-07 02:00:00,Shepperton_Plant,OVEN_02,belt_speed_m_min,5.7
SEN_100189,2025-03-08 11:00:00,Shepperton_Plant,CONVEYOR_02,motor_load_pct,27.6
SEN_100190,2025-05-11 14:00:00,Shepperton_Plant,CONVEYOR_02,belt_speed_m_min,9.8
SEN_100191,2025-03-28 01:00:00,Shepperton_Plant,PACKAGING_LINE_01,seal_strength_n,28.72
SEN_100192,2025-06-28 00:00:00,Shepperton_Plant,OVEN_02,belt_speed_m_min,6.27
SEN_100193,2025-03-26 17:00:00,Shepperton_Plant,OVEN_02,zone_temperature_c,195.44
SEN_100194,2025-05-09 00:00:00,Shepperton_Plant,COOLING_TUNNEL_01,air_temperature_c,20.21
SEN_100195,2025-05-27 04:00:00,Shepperton_Plant,OVEN_01,belt_speed_m_min,5.62
SEN_100196,2025-04-24 03:00:00,Shepperton_Plant,OVEN_01,zone_temperature_c,220.36
SEN_100197,2025-02-04 13:00:00,Shepperton_Plant,CONVEYOR_02,belt_speed_m_min,12.89
SEN_100198,2025-02-07 20:00:00,Shepperton_Plant,DOUGH_MIXER_01,mixing_time_sec,585.67
SEN_100199,2025-04-23 13:00:00,Shepperton_Plant,METAL_DETECTOR_01,detection_events,3.0
SEN_100200,2025-02-24 03:00:00,Shepperton_Plant,CONVEYOR_01,motor_load_pct,66.91
SEN_100201,2025-06-21 09:00:00,Shepperton_Plant,PROOFER_01,humidity_pct,75.31
SEN_100202,2025-02-23 13:00:00,Shepperton_Plant,CONVEYOR_02,motor_load_pct,31.58
SEN_100203,2025-07-07 04:00:00,Shepperton_Plant,CONVEYOR_01,belt_speed_m_min,7.12
SEN_100204,2025-05-27 23:00:00,Shepperton_Plant,DOUGH_MIXER_01,mixing_time_sec,462.26
SEN_100205,2025-06-24 19:00:00,Shepperton_Plant,OVEN_02,belt_speed_m_min,4.33
SEN_100206,2025-01-25 02:00:00,Shepperton_Plant,OVEN_02,belt_speed_m_min,3.74
SEN_100207,2025-01-27 20:00:00,Shepperton_Plant,OVEN_01,belt_speed_m_min,5.03
SEN_100208,2025-03-19 06:00:00,Shepperton_Plant,PACKAGING_LINE_01,seal_strength_n,27.09
SEN_100209,2025-06-17 04:00:00,Shepperton_Plant,CONVEYOR_02,motor_load_pct,23.05
SEN_100210,2025-01-18 15:00:00,Shepperton_Plant,COOLING_TUNNEL_01,airflow_m_s,2.8
SEN_100211,2025-07-15 20:00:00,Shepperton_Plant,PACKAGING_LINE_01,seal_strength_n,38.94
SEN_100212,2025-03-28 06:00:00,Shepperton_Plant,PROOFER_01,temperature_c,37.52
SEN_100213,2025-02-03 06:00:00,Shepperton_Plant,OVEN_02,zone_temperature_c,210.53
SEN_100214,2025-04-20 18:00:00,Shepperton_Plant,OVEN_01,belt_speed_m_min,5.54
SEN_100215,2025-02-15 07:00:00,Shepperton_Plant,PACKAGING_LINE_01,seal_strength_n,22.4
SEN_100216,2025-06-14 15:00:00,Shepperton_Plant,COOLING_TUNNEL_01,air_temperature_c,19.27
SEN_100217,2025-05-24 00:00:00,Shepperton_Plant,METAL_DETECTOR_01,sensitivity_level,1.59
SEN_100218,2025-04-02 15:00:00,Shepperton_Plant,CONVEYOR_02,motor_load_pct,51.72
SEN_100219,2025-02-27 07:00:00,Shepperton_Plant,CONVEYOR_02,belt_speed_m_min,15.65
SEN_100220,2025-05-09 02:00:00,Shepperton_Plant,CONVEYOR_02,motor_load_pct,54.05
SEN_100221,2025-06-25 22:00:00,Shepperton_Plant,OVEN_02,belt_speed_m_min,3.54
SEN_100222,2025-01-05 04:00:00,Shepperton_Plant,CONVEYOR_02,belt_speed_m_min,11.97
SEN_100223,2025-07-02 23:00:00,Shepperton_Plant,DOUGH_MIXER_01,vibration_mm_s,6.44
SEN_100224,2025-03-24 19:00:00,Shepperton_Plant,CONVEYOR_01,belt_speed_m_min,6.94
SEN_100225,2025-06-22 02:00:00,Shepperton_Plant,CONVEYOR_01,belt_speed_m_min,11.21
SEN_100226,2025-03-23 19:00:00,Shepperton_Plant,METAL_DETECTOR_01,detection_events,3.0
SEN_100227,2025-04-09 14:00:00,Shepperton_Plant,PROOFER_01,humidity_pct,77.14
SEN_100228,2025-03-09 01:00:00,Shepperton_Plant,DOUGH_MIXER_01,vibration_mm_s,3.63
SEN_100229,2025-04-08 07:00:00,Shepperton_Plant,OVEN_02,belt_speed_m_min,4.86
SEN_100230,2025-01-22 03:00:00,Shepperton_Plant,OVEN_01,belt_speed_m_min,3.81
SEN_100231,2025-02-02 11:00:00,Shepperton_Plant,CONVEYOR_02,motor_load_pct,21.59
SEN_100232,2025-04-27 12:00:00,Shepperton_Plant,CONVEYOR_01,motor_load_pct,51.0
SEN_100233,2025-06-03 13:00:00,Shepperton_Plant,METAL_DETECTOR_01,sensitivity_level,4.8
SEN_100234,2025-03-08 21:00:00,Shepperton_Plant,OVEN_01,zone_temperature_c,197.2
SEN_100235,2025-05-04 20:00:00,Shepperton_Plant,CONVEYOR_01,belt_speed_m_min,17.68
SEN_100236,2025-01-10 21:00:00,Shepperton_Plant,CONVEYOR_02,belt_speed_m_min,14.68
SEN_100237,2025-02-14 06:00:00,Shepperton_Plant,CONVEYOR_01,belt_speed_m_min,9.17
SEN_100238,2025-01-17 21:00:00,Shepperton_Plant,DOUGH_MIXER_01,motor_temperature_c,71.15
SEN_100239,2025-01-28 11:00:00,Shepperton_Plant,COOLING_TUNNEL_01,airflow_m_s,0.86
SEN_100240,2025-01-12 05:00:00,Shepperton_Plant,CONVEYOR_01,motor_load_pct,56.24
SEN_100241,2025-03-17 05:00:00,Shepperton_Plant,PACKAGING_LINE_01,seal_strength_n,21.98
SEN_100242,2025-05-12 07:00:00,Shepperton_Plant,PROOFER_01,humidity_pct,74.64
SEN_100243,2025-04-05 22:00:00,Shepperton_Plant,CONVEYOR_02,belt_speed_m_min,6.06
SEN_100244,2025-07-15 14:00:00,Shepperton_Plant,OVEN_02,belt_speed_m_min,5.71
SEN_100245,2025-02-11 22:00:00,Shepperton_Plant,CONVEYOR_02,belt_speed_m_min,8.6
SEN_100246,2025-07-16 01:00:00,Shepperton_Plant,DOUGH_MIXER_01,motor_temperature_c,61.61
SEN_100247,2025-07-11 17:00:00,Shepperton_Plant,PACKAGING_LINE_01,seal_strength_n,27.53
SEN_100248,2025-02-01 18:00:00,Shepperton_Plant,PROOFER_01,temperature_c,41.26
SEN_100249,2025-04-07 11:00:00,Shepperton_Plant,CONVEYOR_02,belt_speed_m_min,6.66
SEN_100250,2025-03-23 06:00:00,Shepperton_Plant,DOUGH_MIXER_01,mixing_time_sec,509.65
SEN_100251,2025-02-23 06:00:00,Shepperton_Plant,METAL_DETECTOR_01,detection_events,2.0
SEN_100252,2025-01-10 22:00:00,Shepperton_Plant,OVEN_02,belt_speed_m_min,6.64
SEN_100253,2025-03-15 12:00:00,Shepperton_Plant,CONVEYOR_02,motor_load_pct,60.96
SEN_100254,2025-06-20 22:00:00,Shepperton_Plant,METAL_DETECTOR_01,detection_events,3.0
SEN_100255,2025-06-03 23:00:00,Shepperton_Plant,OVEN_01,zone_temperature_c,216.43
SEN_100256,2025-04-21 16:00:00,Shepperton_Plant,PROOFER_01,humidity_pct,69.13
SEN_100257,2025-01-10 10:00:00,Shepperton_Plant,CONVEYOR_01,motor_load_pct,40.51
SEN_100258,2025-07-27 07:00:00,Shepperton_Plant,OVEN_02,zone_temperature_c,232.22
SEN_100259,2025-07-24 17:00:00,Shepperton_Plant,OVEN_02,belt_speed_m_min,4.73
SEN_100260,2025-07-02 22:00:00,Shepperton_Plant,PROOFER_01,temperature_c,32.26
SEN_100261,2025-04-06 03:00:00,Shepperton_Plant,PROOFER_01,temperature_c,37.14
SEN_100262,2025-06-10 05:00:00,Shepperton_Plant,PROOFER_01,temperature_c,39.63
